Seller_Name,Retailer_Code,Retailer_Name,Latitude,Longitude,Visit Frequency,Service Time
Seller_3,431TCOPR01547,1050 - G. Prasad Reddy Balaji Bar,12.9256,77.6171,1,20
Seller_3,431TCRPR63962,12056 - Smt.D.S.Shashikala,12.9256,77.6754,8,20
Seller_3,431TCRAA02638,3598 - M.Venkatesh Managing Partner,12.9258,77.5608,8,20
Seller_3,431TCOPR01550,1090 - Sangeetha Balaji Bar,12.9258,77.6172,2,20
Seller_3,431TCRBB00604,40773 - V.Harish Kumar,12.9258,77.6754,8,20
Seller_3,431TCRKA60942,11447 - Jayanagara Cultural & Civic Asstn R,12.9264,77.5836,1,20
Seller_3,431TCRKA60950,1229 - Secretary Bangalore Vihar Kendra,12.9268,77.5736,1,20
Seller_3,431TCRKA60926,13581 - Metro Cash & Carry India Pvt Ltd,12.9271,77.5015,1,20
Seller_3,431TCOPR01549,1089 - Mukeshrao Subhadarshan Bar,12.9273,77.6163,1,20
Seller_3,431TCRBB00626,742 - G.Prasad Reddy R.P. Wines,12.9274,77.6163,1,20
Seller_3,431TCRPR62272,11223 - A. Lakshmipathi Reddy,12.9280,77.5027,1,20
Seller_3,431TCOPR01545,1000 - G.Prasad Reddy,12.9282,77.6092,8,20
Seller_3,431TCRPR62302,831 - M/S. International Interface India Pvt Ltd,12.9283,77.5948,4,20
Seller_3,431TCRKA60940,12739 - K.Subramanya Naidu,12.9287,77.5811,1,20
Seller_3,431TCOPR01705,768 - K.C.Satyanarayana Reddy Satya Bar,12.9290,77.6289,8,20
Seller_3,431TCRPR62326,12276 - C.Pradeep.P.Deepak,12.9303,77.5536,8,20
Seller_3,431TCRPR62341,40145 - Roppesh Anand,12.9303,77.5536,4,20
Seller_3,431TCRPR62323,11905 - Puttathayamma,12.9303,77.5668,8,20
Seller_3,431TCRKA60922,12064 - M/S. Max Hyper Market India Pvt Ltd.,12.9303,77.6021,8,20
Seller_3,431TCRPR62288,40807 - G.Balaji,12.9307,77.4871,1,20
Seller_3,431TCRAA02757,822 - R.Hemalatha Seapirate Wines,12.9308,77.5854,8,20
Seller_3,431TCRBB00598,12060 - S.N.Babu Reddy,12.9311,77.6859,8,20
Seller_3,431TCRBB02752,838 - M.Srinivas,12.9313,77.5925,1,20
Seller_3,431TCRBB02754,10302 - B.Yatheesh Kumar,12.9315,77.5835,1,20
Seller_3,431TCOPR01546,1011 - Nexus Enterprises Swarnaloka Bar,12.9315,77.6074,8,20
Seller_3,431TCRBB02753,40100 - V. SUMITHRAMMA,12.9321,77.5842,1,20
Seller_3,431TCRKA60944,12351 - A.Marudu PandianManaging Partner,12.9321,77.6227,1,20
Seller_3,431TCRPR62299,825 - Y.C.Krishnaiah Mg.Partner Bhavani E/P,12.9322,77.5836,1,20
Seller_3,431TCRPR62300,826 - L.C. Krishnamurthy Amaravathi Bar,12.9322,77.5836,8,20
Seller_3,431TCRPR62301,827 - N.A. Venkatesh Deepa Bar,12.9322,77.5836,1,20
Seller_3,431TCRPR62311,3244 - Anupama R Reddy,12.9322,77.5836,1,20
Seller_3,431TCRPR62312,3269 - K Vishwanath Poojari,12.9322,77.5836,4,20
Seller_3,431TCRPR62316,3532 - V.Nagaraj Meenakshi Bar & Restaurant,12.9322,77.5836,1,20
Seller_3,431TCRPR62329,13207 - Sri Manjunatha Enterprises,12.9322,77.5836,8,20
Seller_3,431TCRPR62342,40600 - Adithya Enterprises,12.9322,77.5836,8,20
Seller_3,431TCRPR62343,40691 - M.Vijayashree,12.9322,77.5836,1,20
Seller_3,431TCRPR62345,40980 - Gurupreet Singh,12.9322,77.5836,4,20
Seller_3,431TCRPR62319,10565 - D.Chandrasekhar,12.9323,77.5839,8,20
Seller_3,431TCRAA02645,1065 - K. Shankar Harshitha Wines,12.9327,77.5454,2,20
Seller_3,431TCRBB02648,40356 - Managing DirectorMsil,12.9330,77.5571,1,20
Seller_3,431TCRKA60941,41180 - Viceroy Hotels,12.9334,77.5831,1,20
Seller_3,431TCRKA61298,10279 - Umbel Properties Pvt Ltd,12.9339,77.6175,4,20
Seller_3,431TCRKA60958,801 - The Secrtary Srinagara Associaton [R],12.9340,77.5463,1,20
Seller_3,431TCRBB02756,770 - Sunder Wines,12.9340,77.5887,1,20
Seller_3,431TCRPR63972,970 - Soubaghya Santosh Bar,12.9340,77.7432,2,20
Seller_3,431TCOPR01548,1088 - B.V.Shreedhar Konian Bar,12.9342,77.6102,8,20
Seller_3,431TCRKA60947,40829 - The Secretary: Sri Shakthi Cultural Association,12.9344,77.5468,1,20
Seller_3,431TCRKA61289,13435 - Director,12.9344,77.6161,8,20
Seller_3,431TCRKA60964,40379 - Vinsura Ventures,12.9344,77.6237,4,20
Seller_3,431TCRKA60923,12984 - M/S.Max Hypermarkets India (Pvt.) Limited,12.9345,77.6025,8,20
Seller_3,431TCRPR62239,2099 - K.Latha,12.9346,77.5381,2,20
Seller_3,431TCRCC00649,12429 - Smt.A.Jayamma,12.9355,77.6286,4,20
Seller_3,431TCRKA60920,13616 - Spencers Retail Ltd,12.9357,77.6287,8,20
Seller_3,431TCRKA60927,1226 - R.Vanajakshi,12.9359,77.6289,4,20
Seller_3,431TCRPR62364,2762 - C.S.Nageshwara Rao C.S.R Bar,12.9367,77.5843,2,20
Seller_4,431TCRAA02742,41448 - Chamundeshwari,12.9368,77.5728,1,20
Seller_4,431TCRBB00631,2562 - K.Anitha Honey Wines,12.9370,77.6237,8,20
Seller_4,431TCRCC00642,10366 - Drops Total Spirits Pvt Ltd,12.9374,77.6107,1,20
Seller_4,431TCRBB00625,1091 - M.S. Jagannath Karanji Wines,12.9376,77.6106,1,20
Seller_4,431TCRKA60921,12149 - M/S. Max Hyper India Pvt. Ltd.,12.9378,77.6279,8,20
Seller_4,431TCRPR62275,12134 - H.Mohankumar,12.9379,77.4926,8,20
Seller_4,431TCRPR62222,1952 - V.K.Chikkanna Srinivasa Bar,12.9381,77.5337,2,20
Seller_4,431TCRPR63944,12459 - Sri.B.M.Jagadeesh,12.9384,77.6295,8,20
Seller_4,431TCRPR63950,40663 - D.R.Giriraju,12.9384,77.6327,8,20
Seller_4,431TCRKA61310,12479 - Sri.Lalji Singh Takur,12.9389,77.5710,4,20
Seller_4,431TCRBB00602,40436 - K.Venkateshwara,12.9389,77.7400,1,20
Seller_4,431TCRCC00640,729 - G.Manjunath Ganapathi Wines,12.9390,77.6259,8,20
Seller_4,431TCRBB00561,12727 - S.N.Subba Reddy,12.9392,77.6965,8,20
Seller_4,431TCRBB00610,887 - S.Diwakar Srinivasa Wine Centre,12.9397,77.7473,1,20
Seller_4,431TCRPR63960,41169 - Bhagini Enterprises,12.9399,77.6951,8,20
Seller_4,431TCRPR62238,2098 - J.Basavaraj,12.9402,77.5242,1,20
Seller_4,431TCRBB00597,1010 - G.Dananjaya Reddy Venkateshwara Wines,12.9407,77.6958,1,20
Seller_4,431TCRBB02842,3101 - D.Chennaiah Vinayaka Wines,12.9408,77.5534,1,20
Seller_4,431TCRBB02840,40678 - B.Rammohan,12.9410,77.5552,2,20
Seller_4,431TCRBB00608,40889 - Managing Director: Msil,12.9412,77.7581,1,20
Seller_4,431TCRAA02834,40214 - Managing DirectorMsil,12.9416,77.4933,1,20
Seller_4,431TCRPR62321,11515 - V.S.Srikant,12.9418,77.5639,2,20
Seller_4,431TCRPR62105,12974 - M.Chikkaiah,12.9423,77.5482,2,20
Seller_4,431TCRBB00581,40373 - J Ravikumar,12.9425,77.7482,8,20
Seller_4,431TCRBB00609,41420 - A.Muralinarayanan,12.9426,77.7485,2,20
Seller_4,431TCRPR62125,40631 - R.Raghu,12.9432,77.5447,2,20
Seller_4,431TCRPR63974,1135 - Soubaghya Vijay Bar,12.9432,77.7506,2,20
Seller_4,431TCRPR62310,2135 - Puttathyamma Rekha Bar,12.9434,77.5421,1,20
Seller_4,431TCRPR62320,11251 - T.V. Naga,12.9434,77.5421,2,20
Seller_4,431TCRPR62324,12021 - Premkumar,12.9434,77.5421,2,20
Seller_4,431TCRPR62328,12426 - L. Paranjyothi,12.9434,77.5421,2,20
Seller_4,431TCRPR62334,13694 - Jayanthi,12.9434,77.5421,2,20
Seller_4,431TCRCC00641,10191 - T.Govindaraju,12.9434,77.6216,8,20
Seller_4,431TCRPR62309,2048 - Managing Partner Nisarga Bar,12.9435,77.5646,8,20
Seller_4,431TCRPR62286,40125 - Shambhugowda D.S.,12.9443,77.5004,2,20
Seller_4,431TCRPR62344,40741 - H.M.Shivamallaiah,12.9443,77.5727,4,20
Seller_4,431TCRBB00630,2521 - The Managing Partner Shankar Wines,12.9443,77.6030,1,20
Seller_4,431TCRPR62102,10328 - M.Sadanand,12.9448,77.5538,1,20
Seller_4,431TCRPR62071,12675 - Sri. G. Shivakumar S/O Gaviyappa,12.9449,77.5539,1,20
Seller_4,431TCRCC00648,41507 - Kowndinya Enterprises,12.9454,77.6183,1,20
Seller_4,431TCRBB02871,40458 - J.Asuntha,12.9457,77.4954,1,20
Seller_4,431TCRCC00647,736 - Managing Partner Adarsha Wines,12.9459,77.6188,1,20
Seller_4,431TCRPR62331,13492 - K.Jayaramu,12.9460,77.4961,8,20
Seller_4,431TCRBB02877,2951 - K.Puttaraju Amrutha Wines,12.9468,77.5251,1,20
Seller_4,431TCRPR62083,1933 - R.Mohan Tunga Bar,12.9468,77.5452,1,20
Seller_4,431TCRAA02866,12760 - G.Dayanand,12.9473,77.5610,1,20
Seller_4,431TCRPR62110,1983 - K.Puttaswamy Gaylaxi Bar,12.9475,77.5440,2,20
Seller_4,431TCRCC00637,41459 - Kushala,12.9480,77.5976,1,20
Seller_4,431TCRBB02690,41092 - M.M.B Wines,12.9482,77.5595,1,20
Seller_4,431TCRCC00639,2561 - A.L.Satyanarayanagupta Manjunatha Wines,12.9484,77.5972,1,20
Seller_4,431TCRPR62127,2157 - C.Prasanna Trimuthi Bar,12.9485,77.5606,1,20
Seller_4,431TCRPR62130,12698 - M.Ravikumar M.R. Bar,12.9489,77.5485,2,20
Seller_4,431TCRBB02880,3468 - M.C.Narayana,12.9490,77.5233,1,20
Seller_4,431TCRPR62293,41108 - C.Chaluvaraju,12.9496,77.4891,8,20
Seller_4,431TCRAA02837,3062 - Latha Spoorthi Wines,12.9497,77.4898,1,20
Seller_4,431TCRPR62115,3515 - L.Shivalingaiah,12.9499,77.5438,2,20
Seller_4,431TCRPR63993,11310 - Yashashwini N.G,12.9506,77.6976,8,20
Seller_4,431TCRCC00646,41516 - T.Shankar,12.9507,77.6242,8,20
Seller_4,431TCRPR62093,2155 - C.Shantamma Harini Bar,12.9510,77.5638,1,20
Seller_4,431TCOPR01683,12973 - G.Srinivasulu,12.9517,77.6990,2,20
Seller_4,431TCOPR01691,40371 - Casa De Hotels And Resorts Pvt Ltd,12.9517,77.6990,1,20
Seller_4,431TCOPR01726,10463 - Brigade Enterprises Limited,12.9517,77.6991,1,20
Seller_4,431TCOPR01730,10902 - V. Ravikumar,12.9517,77.6991,4,20
Seller_4,431TCRBB00576,3210 - S.N.Subbareddy,12.9517,77.6995,8,20
Seller_4,431TCRPR62270,10994 - A.Manjunatha,12.9519,77.4977,2,20
Seller_4,431TCRAA02864,12224 - Smt.Susheela,12.9519,77.4978,1,20
Seller_4,431TCRAA02868,41027 - S.Vishwas,12.9520,77.4985,2,20
Seller_4,431TCRBB02669,2011 - K.R.Kumar Hema Wines,12.9532,77.5407,1,20
Seller_4,431TCRPR63935,40115 - N. Girish,12.9532,77.6997,8,20
Seller_4,431TCRCC00658,10481 - Mohan Shet,12.9546,77.6154,1,20
Seller_4,431TCRPR63946,12923 - N.Gopalakrishna,12.9550,77.6532,8,20
Seller_4,431TCOPR03221,37048 - Sagar Enterprises,12.9551,77.2280,1,20
Seller_4,431TCRKA60934,10954 - Reliance Retail Limited,12.9553,77.5924,8,20
Seller_4,431TCRAA02723,2778 - K.V.Thukaram K.R.Wines,12.9555,77.5859,1,20
Seller_4,431TCRBB00589,1045 - S.N.Subbareddy Srinivasa Wines,12.9558,77.6922,8,20
Seller_4,431TCRPR63934,12830 - G. Dhananjaya Reddy,12.9558,77.6930,2,20
Seller_4,431TCOPR01667,1022 - D.Nagarajappa Bindu Garden Bar,12.9560,77.5456,8,20
Seller_4,431TCOPR01675,12282 - Sri.Venkatesh Reddy,12.9560,77.5456,8,20
Seller_4,431TCRBB00579,888 - G.Dnanjayareddy Maharani Wines,12.9560,77.6932,1,20
Seller_4,431TCRPR63926,1134 - V.Gajendran Mg.Partner Bageecha Bar,12.9560,77.7118,8,20
Seller_4,431TCRBB00580,12107 - Sri.R.Chandramohan Reddy,12.9560,77.7151,8,20
Seller_4,431TCRPR63973,40086 - Naveen.V,12.9560,77.7283,8,20
Seller_4,431TCOPR01665,786 - M.Krishnamurthy Mookambika Bar,12.9561,77.5457,2,20
Seller_4,431TCOPR01666,992 - C.Vasanta Eshwar Bar,12.9561,77.5457,2,20
Seller_4,431TCOPR01685,3291 - Premanath Shetty,12.9561,77.5457,8,20
Seller_4,431TCOPR01687,3599 - R.Ravi Chandran,12.9561,77.5457,1,20
Seller_4,431TCOPR01681,12900 - Sri.Neeraj Chabra Director,12.9561,77.5457,4,20
Seller_4,431TCOPR01688,40074 - Managing PartnerSrvs Enterprises,12.9561,77.5457,4,20
Seller_4,431TCRBB00575,3164 - Vijaya Kumari,12.9561,77.6941,1,20
Seller_4,431TCRPR63928,12302 - Sri.Suryanarayana Reddy N,12.9561,77.6980,8,20
Seller_4,431TCRPR63967,3322 - S N Subbareddy,12.9561,77.7112,8,20
Seller_4,431TCOPR01659,1220 - K.G.Putteraiah Laxmi Bar,12.9562,77.5454,2,20
Seller_4,431TCOPR01662,40740 - Sri.Lakshmi Bar and Restaurant,12.9562,77.5454,1,20
Seller_4,431TCRBB00578,884 - Subbaramareddy Tilak Wine Centre,12.9562,77.6946,1,20
Seller_4,431TCOPR01723,676 - C.Anthony Paul,12.9563,77.5455,1,20
Seller_4,431TCOPR01663,723 - Arasamma Bhyraveshwara Bar,12.9563,77.5455,8,20
Seller_4,431TCOPR01664,739 - M.Yellappa Yeshaswi Bar,12.9563,77.5455,1,20
Seller_4,431TCOPR01709,941 - M.Venkateshmurthy Udaya Bar,12.9563,77.5455,8,20
Seller_4,431TCOPR01656,1037 - P.M.Saroja,12.9563,77.5455,2,20
Seller_4,431TCOPR01657,1120 - G.Byrappa Happy Bar,12.9563,77.5455,1,20
Seller_4,431TCOPR01658,1178 - Shiva Enterprises,12.9563,77.5455,1,20
Seller_4,431TCOPR01714,2687 - B.Sampathkumar Relaks Bar,12.9563,77.5455,2,20
Seller_4,431TCOPR01715,2717 - Venkataramanaiah Mahesh Bar,12.9563,77.5455,2,20
Seller_4,431TCOPR01716,3493 - Sri. Raghurama Reddy,12.9563,77.5455,1,20
Seller_4,431TCOPR01731,11199 - S. Komala,12.9563,77.5455,1,20
Seller_4,431TCOPR01717,40546 - V.Tilak,12.9563,77.5455,2,20
Seller_4,431TCOPR01661,40715 - R.Prabhakar Reddy,12.9563,77.5455,2,20
Seller_4,431TCOPR01698,41034 - Rajiv Ramanane,12.9563,77.5455,8,20
Seller_4,431TCRBB00582,41164 - Chandana Enterprises,12.9563,77.7095,8,20
Seller_4,431TCRPR62253,3143 - Partner Srinidhi Bar,12.9564,77.5344,2,20
Seller_4,431TCOPR01712,12417 - Sri.Thimmegowda,12.9564,77.5454,8,20
Seller_4,431TCOPR01682,12921 - T.R. PURUSHOTHAM,12.9564,77.5454,2,20
Seller_4,431TCOPR01711,955 - V.Srinivasa Vinayaka Bar,12.9564,77.5455,2,20
Seller_4,431TCOPR01727,10510 - G.Sheshagirinaidu,12.9564,77.5455,8,20
Seller_4,431TCOPR01732,11324 - Thayamma,12.9564,77.5455,1,20
Seller_4,431TCOPR01676,12317 - Sri.M.Shankar ReddySri.D.Nagarajappa,12.9564,77.5455,8,20
Seller_4,431TCOPR01678,12557 - V.Nagendra,12.9564,77.5455,2,20
Seller_4,431TCOPR01679,12558 - V.Rajendra,12.9564,77.5455,2,20
Seller_4,431TCOPR01680,12697 - Sri.M.Venkatesh,12.9564,77.5455,8,20
Seller_4,431TCOPR01695,40758 - H.Srinivas,12.9564,77.5455,8,20
Seller_5,431TCOPR01703,41273 - B.Roopa,12.9564,77.5455,4,20
Seller_5,431TCOPR01671,1096 - N.Ravi Tirumala Bar,12.9565,77.5454,1,20
Seller_5,431TCOPR01677,12349 - V.Somashekhar Reddy,12.9565,77.5454,2,20
Seller_5,431TCOPR01690,40191 - Gopalakrishna Shetty,12.9565,77.5454,4,20
Seller_5,431TCOPR01692,40480 - Talampally Properties,12.9565,77.5454,1,20
Seller_5,431TCOPR01693,40564 - N.Ananda Reddy,12.9565,77.5454,4,20
Seller_5,431TCOPR01700,41084 - D.Rajagopal,12.9565,77.5454,8,20
Seller_5,431TCRBB02668,2073 - C.Ravishankar Choice Liquors,12.9565,77.5464,1,20
Seller_5,431TCRPR62107,2192 - A.Laxminarayana Sharabhi Bar,12.9567,77.5590,2,20
Seller_5,431TCRBB00607,12730 - Sri. J. Ramesh,12.9568,77.7416,8,20
Seller_5,431TCRKA60949,2214 - Secretary Basavanagudi Union,12.9569,77.5723,1,20
Seller_5,431TCRPR63919,3212 - Sri.N.Chandrappa,12.9569,77.7017,8,20
Seller_5,431TCRAA02828,3111 - Chandrappa Poornima E/P,12.9571,77.5319,1,20
Seller_5,431TCRBB00574,10717 - C.Ramakrishnappa,12.9571,77.6998,8,20
Seller_5,431TCRPR63921,1626 - N.Srinivasa Reddy,12.9571,77.7153,8,20
Seller_5,431TCRAA02878,3003 - Kokila Chirag Wines,12.9574,77.5280,2,20
Seller_5,431TCRPR62122,41537 - M.Ramesh,12.9580,77.5592,1,20
Seller_5,431TCRPR62433,10234 - T.N. Brhamaresh,12.9581,77.5592,4,20
Seller_5,431TCRPR62385,10511 - Varalakshmi B,12.9581,77.5674,2,20
Seller_5,431TCRBB02721,2673 - Venkatamanaiah Laxmikanth Wines,12.9583,77.5889,1,20
Seller_5,431TCRPR62280,12858 - S.L.Chandrashekar,12.9585,77.5190,8,20
Seller_5,431TCRPR62287,40731 - Managing PartnersMandara Enterprises,12.9585,77.5258,4,20
Seller_5,431TCOPR03176,443 - T.Ganga Raju,12.9586,77.2199,1,20
Seller_5,431TCRPR62295,41498 - N.Ningaiah,12.9586,77.5192,2,20
Seller_5,431TCRPR62277,12470 - Sri.H.V.Manjunath,12.9586,77.5269,1,20
Seller_5,431TCOPR03164,472 - Sri.M.C.Ashwath,12.9588,77.2194,1,20
Seller_5,431TCOPR03177,468 - Smt.Lakshmi Devi,12.9589,77.2192,2,20
Seller_5,431TCRPR62284,40014 - M/S.Shriram Enterprises,12.9589,77.5191,4,20
Seller_5,431TCRPR63958,1055 - M.Somashekar Mandrin Bar,12.9589,77.6599,1,20
Seller_5,431TCRPR62252,3131 - N.Kamala Sarovara Bar,12.9590,77.5192,8,20
Seller_5,431TCRBC02654,2115 - M.Shankarrao,12.9591,77.5775,1,20
Seller_5,431TCRAA02873,41397 - Hemavathi,12.9592,77.5242,1,20
Seller_5,431TCRPR63949,1137 - R.Sureshkumar R.J.Bar,12.9592,77.6559,8,20
Seller_5,431TCRPR63948,3248 - Sri.Saikrupa,12.9592,77.6612,8,20
Seller_5,431TCRPR62248,2997 - B.M.Shankar Tejaswini Bar,12.9598,77.5404,2,20
Seller_5,431TCRPR63956,1136 - K.R.Srinivasmurthy Mookambika Bar,12.9601,77.6446,8,20
Seller_5,431TCRCC00636,3466 - Smt.C.Vasantha,12.9602,77.6016,4,20
Seller_5,431TCOPR02919,1878 - R.Chandrappa,12.9602,77.6440,8,20
Seller_5,431TCOPR02918,3366 - N.Ramesh,12.9602,77.6440,8,20
Seller_5,431TCOPR04241,12326 - K.M.Subba Reddy,12.9602,77.6440,1,20
Seller_5,431TCRPR62259,3543 - V.Binduprasad Ran In Bar,12.9603,77.5141,1,20
Seller_5,431TCRBB02684,2008 - N.V.Jayaramaiah Dawn Wines,12.9603,77.5679,1,20
Seller_5,431TCRAA02872,40071 - V.Revathi,12.9605,77.5295,8,20
Seller_5,431TCRBB02686,2188 - Urekha Quality Wines,12.9606,77.5712,1,20
Seller_5,431TCRAB02881,12401 - Sri.Narasimhaiah,12.9609,77.5204,1,20
Seller_5,431TCRPR62269,10846 - K.N.Shivaraju,12.9610,77.5099,2,20
Seller_5,431TCRPR62247,2983 - Managing Partner M/S.Chang Bar & Restaurant,12.9610,77.5268,2,20
Seller_5,431TCRCC00436,12364 - Smt. V.K.Padmavathi,12.9612,77.6371,8,20
Seller_5,431TCRBB04140,41143 - S.L.Chandrashekhar,12.9613,77.5109,8,20
Seller_5,431TCRPR62075,2193 - R.K.Naidu R.K. Bar,12.9613,77.5603,1,20
Seller_5,431TCRKA60931,2557 - The Secretary Karnataka State Hockey Association,12.9613,77.6010,4,20
Seller_5,431TCRCC02660,2004 - M.R.Hanumegowda Nobel Wines,12.9614,77.5888,1,20
Seller_5,431TCRBB00570,1665 - N.Sujatha Madhu Wines,12.9614,77.7013,1,20
Seller_5,431TCRAA02865,12720 - Mr.K.E.Rajappa,12.9617,77.5209,1,20
Seller_5,431TCOPR03012,1250 - C.M.Kushalappa Pavithra Bar,12.9625,77.5995,2,20
Seller_5,431TCRBB02719,2671 - T.Kamala Yeshaswini Wines,12.9626,77.5938,2,20
Seller_5,431TCRKA61285,695 - Sayaji Hotels Ltd,12.9627,77.6417,4,20
Seller_5,431TCRPR62076,1977 - R.Keshavamurthy Four K Bar,12.9628,77.5599,1,20
Seller_5,431TCRBB00573,10609 - S.N.Subbareddy,12.9640,77.7179,1,20
Seller_5,431TCRAA02814,2949 - N.Srinivas Santosh Wines,12.9641,77.5411,8,20
Seller_5,431TCRBB02689,40819 - K.Krishna,12.9641,77.5705,1,20
Seller_5,431TCRBA64999,11159 - C. Anand,12.9641,77.7179,8,20
Seller_5,431TCRBB00595,41387 - N.Suryanarayana Reddy,12.9642,77.7179,8,20
Seller_5,431TCRBB02671,1904 - R.Umesh Mathasri Wines,12.9643,77.5559,1,20
Seller_5,431TCRKA60938,1832 - M/S. Dommalur Senior Citizen Club,12.9644,77.6373,1,20
Seller_5,431TCRAA00501,41335 - N.Ramareddy,12.9644,77.6397,8,20
Seller_5,431TCRPR62084,40130 - Smt B.N.Kokila,12.9645,77.5493,1,20
Seller_5,431TCRPR62072,2027 - L.Chikkanna Manjunatha Bar,12.9645,77.5494,1,20
Seller_5,431TCRPR62260,3546 - T. Subramaniam,12.9646,77.5309,2,20
Seller_5,431TCRPR63954,1573 - M.Shankar M.S.Bar,12.9646,77.6744,2,20
Seller_5,431TCRBB00611,12157 - Sri.M.P.Manjunath,12.9646,77.7333,8,20
Seller_5,431TCRPR62065,41407 - K.Srinivasaiah,12.9647,77.5547,1,20
Seller_5,431TCRKA60939,1833 - Hon.Secretary East Cultural Assn,12.9648,77.6403,4,20
Seller_5,431TCRKA61293,12583 - Managing Director,12.9648,77.6418,4,20
Seller_5,431TCRBB00594,12473 - Sri K.S. Lokesh,12.9651,77.7182,8,20
Seller_5,431TCRBB02696,2017 - G. Hemantkumar Shilpa Wines,12.9653,77.5751,1,20
Seller_5,431TCRAA02703,2803 - Lakshmamma Meenakshi Wines,12.9655,77.5852,1,20
Seller_5,431TCRBC02720,12309 - Sri.K.Lokesh,12.9656,77.5926,1,20
Seller_5,431TCRBB02722,2691 - S.Nirmala Nirmala Wines,12.9657,77.5925,1,20
Seller_5,431TCRPR62133,669 - Aqua Foods Enterprises,12.9659,77.5980,1,20
Seller_5,431TCRPR62350,2580 - B.Guruswamy Meenakshi Bar,12.9660,77.5955,2,20
Seller_5,431TCRPR62358,2677 - K.V.Chandrashekar New Mohan Bar,12.9660,77.5955,8,20
Seller_5,431TCRPR62381,41563 - D. Venkatesh,12.9660,77.5955,2,20
Seller_5,431TCRPR62069,2178 - N.Krishna Mamatha Bar,12.9665,77.5738,1,20
Seller_5,431TCRPR62422,3086 - B. Ramaiah Millenium Bar,12.9666,77.5235,8,20
Seller_5,431TCRAA02875,41460 - DCMs Metro Wines,12.9669,77.5053,8,20
Seller_5,431TCRPR62131,41492 - S.Gopal,12.9670,77.5701,1,20
Seller_5,431TCRPR62261,5947 - S.K.Govindaraju,12.9671,77.5038,1,20
Seller_5,431TCRPR62080,41036 - Roopesh AnandHotel Nandini,12.9671,77.5702,1,20
Seller_5,431TCRAA02676,2783 - Managing Partner Wine Yard,12.9672,77.5995,8,20
Seller_5,431TCRBB02713,2801 - Naveenchandra Reddy Sangeetha House Of Wines,12.9675,77.5859,1,20
Seller_5,431TCRBB00612,12222 - Sri.K.S.Raghu Kumar,12.9676,77.7590,1,20
Seller_5,431TCRBB02874,2953 - M.Mohan Kavitha Wine Centre,12.9677,77.5411,1,20
Seller_5,431TCRAA00456,40352 - H S Krishna,12.9677,77.6539,8,20
Seller_5,431TCRAB02831,12707 - N.Anand,12.9678,77.5237,1,20
Seller_5,431TCRKA60937,646 - Television Cultural Association,12.9678,77.5392,1,20
Seller_5,431TCRBB00587,675 - H.Chikkaranganna,12.9682,77.6824,8,20
Seller_5,431TCRBB02716,41310 - Manjunatha Enterprises,12.9683,77.5823,2,20
Seller_5,431TCRPR62279,12790 - R.Ravikumar,12.9684,77.5009,2,20
Seller_5,431TCRPR62254,3146 - K.M.Chennakeshava Maruti Bar,12.9684,77.5454,2,20
Seller_5,431TCRPR62255,3149 - R.Hanumantharayappa,12.9685,77.5010,2,20
Seller_5,431TCRBB02707,12416 - Sri.D.R.Giriraj,12.9685,77.5849,1,20
Seller_5,431TCRPR62112,2698 - R.Srinivasa Murthy Brindavan Bar,12.9685,77.6062,1,20
Seller_5,431TCRAA02824,3019 - R.Saraswathi Sunny Wines,12.9686,77.5371,1,20
Seller_5,431TCRPR62070,2064 - P.Krishnaswamy Naidu Menaka Bar,12.9686,77.5681,2,20
Seller_5,431TCOPR04179,41349 - R.Manigandan,12.9686,77.6492,8,20
Seller_5,431TCRAA02819,3081 - Managing Partner Surya Associates,12.9688,77.5363,8,20
Seller_5,431TCRBB00601,1571 - Gangaiah,12.9688,77.7547,1,20
Seller_5,431TCRKA60962,11303 - K R Sudhamani,12.9689,77.6433,1,20
Seller_5,431TCRBB00613,12249 - Sri.L Loksingh,12.9690,77.7548,8,20
Seller_5,431TCRAA00551,40785 - S.A.Suresh,12.9691,77.7388,1,20
Seller_5,431TCRPR62081,2071 - P.Krishnaswamynaidu Krishna Bar,12.9694,77.5607,1,20
Seller_5,431TCRCC02667,2203 - Shivegowda,12.9695,77.5650,1,20
Seller_5,431TCRPR63925,1738 - M.Narayanaswamy Ravi Bar,12.9695,77.7126,2,20
Seller_5,431TCRAB02879,3084 - K.M.Chennakeshava Commercial Wines,12.9696,77.5329,1,20
Seller_5,431TCRPR63970,40217 - M. H. Padmavathi,12.9697,77.7519,2,20
Seller_5,431TCRBC02711,2593 - N.Raju N.R. Wines,12.9698,77.5827,1,20
Seller_5,431TCRPR62114,3421 - Sri.M.C.Srinivasayya,12.9699,77.5702,2,20
Seller_5,431TCRPR63976,10699 - Vasudeva Rao,12.9700,77.7498,8,20
Seller_5,431TCRPR62268,10314 - Nagamma,12.9702,77.4957,2,20
Seller_6,431TCRPR62123,2023 - M.Thimmegowda Suresh Bar,12.9703,77.5749,2,20
Seller_6,431TCRBC02662,1903 - Nagaraj Bts Muneshwara Wines,12.9705,77.5601,1,20
Seller_6,431TCOPR02920,1851 - H.Sadananda Akshaya Bar,12.9705,77.6335,2,20
Seller_6,431TCRPR62078,1910 - K.Sharadamma Sowmya Bar,12.9706,77.5606,1,20
Seller_6,431TCRBB02845,2994 - B. Ramaiah,12.9708,77.5230,1,20
